Datum;Kalenderwoche;Filiale;Lieferroute;Verzoegerung_Min;Umsatzverlust_EUR
2024-04-05;KW14;Filiale_06;Route_B;3;0,0
2024-04-05;KW14;Filiale_07;Route_C;15;41,17
2024-04-05;KW14;Filiale_08;Route_C;-3;0,0
2024-04-05;KW14;Filiale_09;Route_C;5;0,0
2024-04-05;KW14;Filiale_10;Route_C;-1;0,0
2024-04-06;KW14;Filiale_01;Route_A;-7;0,0
2024-04-06;KW14;Filiale_02;Route_A;-5;0,0
2024-04-06;KW14;Filiale_03;Route_A;-3;0,0
2024-04-06;KW14;Filiale_04;Route_B;1;0,0
2024-04-06;KW14;Filiale_05;Route_B;0;0,0
2024-04-06;KW14;Filiale_06;Route_B;-3;0,0
2024-04-06;KW14;Filiale_07;Route_C;6;1,89
2024-04-06;KW14;Filiale_08;Route_C;11;16,99
2024-04-06;KW14;Filiale_09;Route_C;-8;0,0
2024-04-06;KW14;Filiale_10;Route_C;0;0,0
2024-04-07;KW14;Filiale_01;Route_A;-1;0,0
2024-04-07;KW14;Filiale_02;Route_A;7;5,8
2024-04-07;KW14;Filiale_03;Route_A;-4;0,0
2024-04-07;KW14;Filiale_04;Route_B;13;24,75
2024-04-07;KW14;Filiale_05;Route_B;5;0,0
2024-04-07;KW14;Filiale_06;Route_B;3;0,0
2024-04-07;KW14;Filiale_07;Route_C;5;0,0
2024-04-07;KW14;Filiale_08;Route_C;8;6,33
2024-04-07;KW14;Filiale_09;Route_C;6;2,23
2024-04-07;KW14;Filiale_10;Route_C;23;72,51
2024-04-08;KW15;Filiale_01;Route_A;9;23,14
2024-04-08;KW15;Filiale_02;Route_A;19;61,88
2024-04-08;KW15;Filiale_03;Route_A;7;7,21
2024-04-08;KW15;Filiale_04;Route_B;13;56,37
2024-04-08;KW15;Filiale_05;Route_B;14;57,23
2024-04-08;KW15;Filiale_06;Route_B;2;0,0
2024-04-08;KW15;Filiale_07;Route_C;19;32,38
2024-04-08;KW15;Filiale_08;Route_C;7;6,5
2024-04-08;KW15;Filiale_09;Route_C;15;41,63
2024-04-08;KW15;Filiale_10;Route_C;8;13,75
2024-04-09;KW15;Filiale_01;Route_A;0;0,0
2024-04-09;KW15;Filiale_02;Route_A;-6;0,0
2024-04-09;KW15;Filiale_03;Route_A;20;62,55
2024-04-09;KW15;Filiale_04;Route_B;4;0,0
2024-04-09;KW15;Filiale_05;Route_B;7;10,75
2024-04-09;KW15;Filiale_06;Route_B;7;9,97
2024-04-09;KW15;Filiale_07;Route_C;5;0,0
2024-04-09;KW15;Filiale_08;Route_C;16;32,17
2024-04-09;KW15;Filiale_09;Route_C;17;65,34
2024-04-09;KW15;Filiale_10;Route_C;-3;0,0
2024-04-10;KW15;Filiale_01;Route_A;5;0,0
2024-04-10;KW15;Filiale_02;Route_A;2;0,0
2024-04-10;KW15;Filiale_03;Route_A;4;0,0
2024-04-10;KW15;Filiale_04;Route_B;9;20,48
2024-04-10;KW15;Filiale_05;Route_B;10;23,26
2024-04-10;KW15;Filiale_06;Route_B;6;6,14
2024-04-10;KW15;Filiale_07;Route_C;3;0,0
2024-04-10;KW15;Filiale_08;Route_C;-1;0,0
2024-04-10;KW15;Filiale_09;Route_C;10;20,74
2024-04-10;KW15;Filiale_10;Route_C;-5;0,0
2024-04-11;KW15;Filiale_01;Route_A;3;0,0
2024-04-11;KW15;Filiale_02;Route_A;-1;0,0
2024-04-11;KW15;Filiale_03;Route_A;12;32,09
2024-04-11;KW15;Filiale_04;Route_B;8;15,05
2024-04-11;KW15;Filiale_05;Route_B;1;0,0
2024-04-11;KW15;Filiale_06;Route_B;0;0,0
2024-04-11;KW15;Filiale_07;Route_C;7;5,93
2024-04-11;KW15;Filiale_08;Route_C;7;10,23
2024-04-11;KW15;Filiale_09;Route_C;13;32,14
2024-04-11;KW15;Filiale_10;Route_C;2;0,0
2024-04-12;KW15;Filiale_01;Route_A;0;0,0
2024-04-12;KW15;Filiale_02;Route_A;-2;0,0
2024-04-12;KW15;Filiale_03;Route_A;4;0,0
2024-04-12;KW15;Filiale_04;Route_B;10;25,4
2024-04-12;KW15;Filiale_05;Route_B;2;0,0
2024-04-12;KW15;Filiale_06;Route_B;11;30,37
2024-04-12;KW15;Filiale_07;Route_C;20;52,25
2024-04-12;KW15;Filiale_08;Route_C;9;15,48
2024-04-12;KW15;Filiale_09;Route_C;9;17,17
2024-04-12;KW15;Filiale_10;Route_C;5;0,0
2024-04-13;KW15;Filiale_01;Route_A;-8;0,0
2024-04-13;KW15;Filiale_02;Route_A;9;12,7
2024-04-13;KW15;Filiale_03;Route_A;-2;0,0
2024-04-13;KW15;Filiale_04;Route_B;-4;0,0
2024-04-13;KW15;Filiale_05;Route_B;12;22,59
2024-04-13;KW15;Filiale_06;Route_B;2;0,0
2024-04-13;KW15;Filiale_07;Route_C;14;13,26
2024-04-13;KW15;Filiale_08;Route_C;4;0,0
2024-04-13;KW15;Filiale_09;Route_C;21;39,27
2024-04-13;KW15;Filiale_10;Route_C;11;17,9
2024-04-14;KW15;Filiale_01;Route_A;3;0,0
2024-04-14;KW15;Filiale_02;Route_A;-5;0,0
2024-04-14;KW15;Filiale_03;Route_A;7;6,04
2024-04-14;KW15;Filiale_04;Route_B;0;0,0
2024-04-14;KW15;Filiale_05;Route_B;2;0,0
2024-04-14;KW15;Filiale_06;Route_B;5;0,0
2024-04-14;KW15;Filiale_07;Route_C;4;0,0
2024-04-14;KW15;Filiale_08;Route_C;14;22,96
2024-04-14;KW15;Filiale_09;Route_C;2;0,0
2024-04-14;KW15;Filiale_10;Route_C;-3;0,0
2024-04-15;KW16;Filiale_01;Route_A;0;0,0
2024-04-15;KW16;Filiale_02;Route_A;5;0,0
2024-04-15;KW16;Filiale_03;Route_A;7;8,93
2024-04-15;KW16;Filiale_04;Route_B;15;40,91
2024-04-15;KW16;Filiale_05;Route_B;11;38,63
2024-04-15;KW16;Filiale_06;Route_B;7;15,8
2024-04-15;KW16;Filiale_07;Route_C;9;18,21
2024-04-15;KW16;Filiale_08;Route_C;10;26,34
2024-04-15;KW16;Filiale_09;Route_C;2;0,0
2024-04-15;KW16;Filiale_10;Route_C;10;30,22
2024-04-16;KW16;Filiale_01;Route_A;3;0,0
2024-04-16;KW16;Filiale_02;Route_A;15;42,97
2024-04-16;KW16;Filiale_03;Route_A;15;58,0
2024-04-16;KW16;Filiale_04;Route_B;8;19,62
2024-04-16;KW16;Filiale_05;Route_B;-1;0,0
2024-04-16;KW16;Filiale_06;Route_B;-2;0,0
2024-04-16;KW16;Filiale_07;Route_C;1;0,0
2024-04-16;KW16;Filiale_08;Route_C;23;88,57
2024-04-16;KW16;Filiale_09;Route_C;7;8,24
2024-04-16;KW16;Filiale_10;Route_C;18;49,39
2024-04-17;KW16;Filiale_01;Route_A;11;30,22
2024-04-17;KW16;Filiale_02;Route_A;10;16,21
2024-04-17;KW16;Filiale_03;Route_A;19;54,2
2024-04-17;KW16;Filiale_04;Route_B;8;19,29
2024-04-17;KW16;Filiale_05;Route_B;-5;0,0
2024-04-17;KW16;Filiale_06;Route_B;0;0,0
2024-04-17;KW16;Filiale_07;Route_C;18;43,28
2024-04-17;KW16;Filiale_08;Route_C;6;4,25
2024-04-17;KW16;Filiale_09;Route_C;18;71,03
2024-04-17;KW16;Filiale_10;Route_C;7;6,49
2024-04-18;KW16;Filiale_01;Route_A;-4;0,0
2024-04-18;KW16;Filiale_02;Route_A;5;0,0
2024-04-18;KW16;Filiale_03;Route_A;3;0,0
2024-04-18;KW16;Filiale_04;Route_B;-1;0,0
2024-04-18;KW16;Filiale_05;Route_B;8;10,14
2024-04-18;KW16;Filiale_06;Route_B;13;35,08
2024-04-18;KW16;Filiale_07;Route_C;-5;0,0
2024-04-18;KW16;Filiale_08;Route_C;3;0,0
2024-04-18;KW16;Filiale_09;Route_C;15;26,4
2024-04-18;KW16;Filiale_10;Route_C;-3;0,0
2024-04-19;KW16;Filiale_01;Route_A;5;0,0
2024-04-19;KW16;Filiale_02;Route_A;-4;0,0
2024-04-19;KW16;Filiale_03;Route_A;-5;0,0
2024-04-19;KW16;Filiale_04;Route_B;-4;0,0
2024-04-19;KW16;Filiale_05;Route_B;8;11,63
2024-04-19;KW16;Filiale_06;Route_B;11;26,62
2024-04-19;KW16;Filiale_07;Route_C;1;0,0
2024-04-19;KW16;Filiale_08;Route_C;7;11,06
2024-04-19;KW16;Filiale_09;Route_C;14;29,48
2024-04-19;KW16;Filiale_10;Route_C;8;16,28
2024-04-20;KW16;Filiale_01;Route_A;-6;0,0
2024-04-20;KW16;Filiale_02;Route_A;1;0,0
2024-04-20;KW16;Filiale_03;Route_A;-2;0,0
2024-04-20;KW16;Filiale_04;Route_B;16;39,68
2024-04-20;KW16;Filiale_05;Route_B;4;0,0
2024-04-20;KW16;Filiale_06;Route_B;5;0,0
2024-04-20;KW16;Filiale_07;Route_C;5;0,0
2024-04-20;KW16;Filiale_08;Route_C;6;3,34
2024-04-20;KW16;Filiale_09;Route_C;14;22,63
2024-04-20;KW16;Filiale_10;Route_C;8;10,63
2024-04-21;KW16;Filiale_01;Route_A;-2;0,0
2024-04-21;KW16;Filiale_02;Route_A;3;0,0
2024-04-21;KW16;Filiale_03;Route_A;-6;0,0
2024-04-21;KW16;Filiale_04;Route_B;10;20,32
2024-04-21;KW16;Filiale_05;Route_B;6;2,21
2024-04-21;KW16;Filiale_06;Route_B;7;4,82
2024-04-21;KW16;Filiale_07;Route_C;8;7,11
2024-04-21;KW16;Filiale_08;Route_C;12;14,86
2024-04-21;KW16;Filiale_09;Route_C;3;0,0
2024-04-21;KW16;Filiale_10;Route_C;1;0,0
